"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jun 20 21:54:29 GMT 2024","Thu Jun 20 21:54:33 GMT 2024","3904","webkit","my-firstTest.spec.js","","","","click hiding button",""
"failed","Thu Jun 20 21:58:07 GMT 2024","Thu Jun 20 21:58:07 GMT 2024","765","webkit","myPGO_test.spec.js","","","","login test",""
"passed","Thu Jun 20 21:49:32 GMT 2024","Thu Jun 20 21:49:36 GMT 2024","4148","firefox","my-firstTest.spec.js","","","","drag and drop 2",""
"passed","Thu Jun 20 21:54:09 GMT 2024","Thu Jun 20 21:54:10 GMT 2024","624","webkit","my-firstTest.spec.js","","","","Invalid login",""
"failed","Thu Jun 20 21:53:13 GMT 2024","Thu Jun 20 21:53:19 GMT 2024","5967","firefox","my-firstTest.spec.js","","","","drop down",""
"passed","Thu Jun 20 21:54:10 GMT 2024","Thu Jun 20 21:54:12 GMT 2024","2219","webkit","my-firstTest.spec.js","","","","Valid login",""
"failed","Thu Jun 20 21:49:17 GMT 2024","Thu Jun 20 21:49:18 GMT 2024","1050","chromium","my-firstTest.spec.js","","","","drop down",""
"broken","Thu Jun 20 21:52:19 GMT 2024","Thu Jun 20 21:52:50 GMT 2024","31021","firefox","my-firstTest.spec.js","","","","Notification Message",""
"passed","Thu Jun 20 21:54:16 GMT 2024","Thu Jun 20 21:54:29 GMT 2024","12896","webkit","my-firstTest.spec.js","","","","drag and drop 2",""
"passed","Thu Jun 20 21:45:55 GMT 2024","Thu Jun 20 21:45:58 GMT 2024","2910","chromium","my-firstTest.spec.js","","","","drag and drop 2",""
"passed","Thu Jun 20 21:45:51 GMT 2024","Thu Jun 20 21:45:52 GMT 2024","1323","chromium","my-firstTest.spec.js","","","","Valid login",""
"failed","Thu Jun 20 21:52:58 GMT 2024","Thu Jun 20 21:53:02 GMT 2024","3414","firefox","my-firstTest.spec.js","","","","dynamic-table",""
"passed","Thu Jun 20 21:49:36 GMT 2024","Thu Jun 20 21:49:39 GMT 2024","3121","firefox","my-firstTest.spec.js","","","","click hiding button",""
"passed","Thu Jun 20 21:57:45 GMT 2024","Thu Jun 20 21:57:59 GMT 2024","13437","webkit","my-firstTest.spec.js","","","","dynamic-table11",""
"passed","Thu Jun 20 21:45:48 GMT 2024","Thu Jun 20 21:45:48 GMT 2024","529","chromium","example.spec.js","","","","has title",""
"failed","Thu Jun 20 21:53:26 GMT 2024","Thu Jun 20 21:53:30 GMT 2024","3362","firefox","myPGO_test.spec.js","","","","login test",""
"passed","Thu Jun 20 21:49:27 GMT 2024","Thu Jun 20 21:49:29 GMT 2024","1646","firefox","my-firstTest.spec.js","","","","Valid login",""
"failed","Thu Jun 20 21:57:44 GMT 2024","Thu Jun 20 21:57:45 GMT 2024","1264","webkit","my-firstTest.spec.js","","","","dynamic-table",""
"passed","Thu Jun 20 21:45:58 GMT 2024","Thu Jun 20 21:46:00 GMT 2024","2533","chromium","my-firstTest.spec.js","","","","click hiding button",""
"broken","Thu Jun 20 21:47:04 GMT 2024","Thu Jun 20 21:47:34 GMT 2024","30189","chromium","my-firstTest.spec.js","","","","add-remove-elements",""
